2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2,
2, 0, 0, 0, 1, 6, 1, 0, 0, 0, 2,
2, 0, 0, 0, 1, 1, 1, 0, 7, 0, 2,
2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2,
2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2,
2, 0, 0, 0, 1, 7, 1, 0, 0, 0, 2,
2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
;
;1
;4
~
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 6, 1, 0, 1, 7, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 7, 1, 0, 1, 6, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
;
;2
;4
~
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2,
2, 0, 1, 6, 1, 1, 1, 1, 1, 0, 2,
2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2,
2, 0, 1, 1, 1, 7, 1, 6, 1, 0, 2,
2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2,
2, 0, 1, 7, 1, 1, 1, 1, 1, 0, 2,
2, 0, 1, 1, 1, 1, 1, 1, 1, 0, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
;
;3
;4
~
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 6, 1, 0, 1, 7, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 5, 5, 5, 0, 1, 4, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 7, 1, 0, 1, 6, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
;7,5:0|2,5|3,5|4,5
;6
;6
~
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 6, 1, 0, 1, 7, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 4, 1, 5, 1, 4, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 1, 7, 1, 0, 1, 6, 1, 0, 2,
2, 0, 1, 1, 1, 0, 1, 1, 1, 0, 2,
2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2,
2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2,
;7,5:0|5,5/3,5:1|5,5
;0
;0
